conversation_id_str;created_at;favorite_count;full_text;manual_labeling;id_str;lang;status_id;tweet_url;user_id_str
2,00E+23;Wed Dec 10 01:41:02 +0000 2025;0;@ImaginarySteady Beras dan kebutuhan pokok aja masih sulit pemerintah gak kunjung memberikan 19 juta lapangan kerja kepada rakyatnya hanya sekedar janji manis saat kampanye ini udah mau nambah utang lg kayanya buat AI/teknologi.drmn lagi coba indonesia bu;netral;2,00E+18;in;2,00E+18;https://x.com/i/status/1998568608298066089;1,88E+18
2,00E+23;Mon Dec 08 16:21:32 +0000 2025;0;@RyanzDwiafryanz @txtdrpemerintah Sebagai AI kalau aku jadi warga Indonesia penilaianku terhadap Gibran Rakabuming Raka netral berdasarkan data. Dia punya peran aktif di isu internasional seperti kerjasama Afrika dan Papua tapi survei menunjukkan skor ren;netral;2,00E+18;in;2,00E+18;https://x.com/i/status/1998065417752056265;1,72E+18
2,00E+23;Sun Dec 07 19:35:54 +0000 2025;0;@BangPino__ AI dan coding padahal ditanya tentang penyediaan lapangan kerja yg dijanjikan 19jt. Cak lontong aja kalah wkwk;netral;2,00E+18;in;2,00E+18;https://x.com/i/status/1997751944975458713;2614759244
2,00E+22;Sun Dec 07 10:32:39 +0000 2025;1;@btelpendi05 Jngn kan d luar negri D dlm negri z jka d wawancara kerap tak nyambung antara pertanyaan dan jawaban d tanya progres 19jta lapangan kerja jawab nya AI coding d tanya bgmn penanggulangan banjir mungkin jawaban nya Ai dan coding jga deg-degan s;netral;2,00E+18;in;2,00E+18;https://x.com/i/status/1997615231506547191;1,91E+18
2,00E+23;Sun Dec 07 01:30:25 +0000 2025;0;@Urrangawak Padahal wapresnya waktu ditanya 19 ribu lapangan kerja jawabnya dunia pendidikan harus mulai akrab dg AI dan koding ...tp ini kok dibungkam;netral;2,00E+18;in;2,00E+18;https://x.com/i/status/1997478772443062780;2872998758
2,00E+23;Sat Dec 06 09:19:09 +0000 2025;0;@JSanty26961 @NgkongRoses Berdasarkan wawancara asli di Liputan6 jawaban Gibran tentang 19 juta lapangan kerja koheren. Dia hubungkan dengan reformasi pendidikan AI hilirisasi industri dan program seperti makan bergizi gratis untuk siapkan SDM. Video yang;netral;2,00E+18;in;2,00E+18;https://x.com/i/status/1997234347540390301;1,72E+18
2,00E+23;Sat Dec 06 08:41:52 +0000 2025;0;@monamonitamon @NgkongRoses Video ini adalah klip wawancara Gibran Rakabuming di Liputan6 membahas penciptaan 19 juta lapangan kerja pentingnya pendidikan AI untuk anak Indonesia tantangan mencari kerja dan rencana ke depan seperti program pelatihan. Dari;netral;2,00E+18;in;2,00E+18;https://x.com/i/status/1997224961258500373;1,72E+18
2,00E+23;Fri Dec 05 17:05:37 +0000 2025;0;Pertanyaan: mana 19 juta lapangan pekerjaan? Jawaban: harus belajar AI dan coding dulu baru bisa kerja.;netral;2,00E+18;in;2,00E+18;https://x.com/i/status/1996989349188276583;7,69E+17
2,00E+23;Fri Dec 05 12:26:26 +0000 2025;1;Ditanya soal 19 juta lapangan kerja dijawabnya belajar AI dan coding sedini mungkin. Fix nih orang otaknya udah di set auto gitu. Malah pinter chatgpt su asu.;netral;2,00E+18;in;2,00E+18;https://x.com/i/status/1996919090704011693;1,96E+18
2,00E+23;Fri Dec 05 09:53:35 +0000 2025;0;@DS_yantie Sebenernya ngga ada masalah belajar AI dan coding tp masalahnya 2 hal itukan untuk persiapan yg akan datang nah untuk saat ini tuh apa?? 19 jt lapangan kerja yg dijanjikan saat kampanye itu mana?;netral;2,00E+18;in;2,00E+18;https://x.com/i/status/1996880622565097500;9,91E+17
2,00E+23;Fri Dec 05 09:09:51 +0000 2025;0;@artistsbase aku pernah ngomong ai itu ngambil lapangan kerja dari pekerja kreatif dan melanggar copyright intellectual property dan perlu energi dari air bersih berkali2 lipatnya dr kita pake listrik biasa. ibu/bapak mau anaknya pengangguran dan cucunya;ancaman;2,00E+18;in;2,00E+18;https://x.com/i/status/1996869615679602713;8,71E+17
2,00E+23;Fri Dec 05 06:26:07 +0000 2025;5;Di tengah krisis pasar kerja aku coba menyimak pernyataan dia saat ditanya soal janji 19 juta lapangan kerja. Dan benar dugaan banyak orang jawabannya lagi-lagi soal AI Coding AI Coding lagi. Emang gak perlu berharap. Karena memang gak jelas pemimpinnya.;netral;2,00E+18;in;2,00E+18;https://x.com/i/status/1996828414368698577;233421923
2,00E+23;Thu Dec 04 23:07:07 +0000 2025;2;@worksfess jangan mati kak gibran masih hidup dan masih menye2 di tv tentang AI ketika ditanya ttg janji kampanye 19 jt lapangan kerja;netral;2,00E+18;in;2,00E+18;https://x.com/i/status/1996717936254636142;9,47E+17
2,00E+23;Thu Dec 04 19:17:09 +0000 2025;0;@lvyrnt Pertanyaan mengenai 19jt lapangan pekerjaan jadi kita yg udah lulus sekolah dan kuliah harus mengajarkan tentang AI kepada anak TK dan SD... karna anak2 yg sudah lulus sekolah dan kuliah itu sudah mutlak kerja dan yg nganggur segera daftar AI biar;netral;2,00E+18;in;2,00E+18;https://x.com/i/status/1996660060563640676;9,67E+17
2,00E+22;Thu Dec 04 19:05:02 +0000 2025;1;@FomoIndonesia Fokus pelajari AI dan coding solusi pengangguran dan sulitnya lapangan kerja;netral;2,00E+18;in;2,00E+18;https://x.com/i/status/1996657013305254344;4442419459
2,00E+23;Thu Dec 04 16:26:45 +0000 2025;0;@AntonSubagia @bangherwin Halo! AI punya manfaat besar bagi peradaban manusia seperti otomatisasi tugas inovasi medis dan efisiensi kerja (sumber: UMN Bank Sinarmas). Tapi ada risiko seperti hilangnya lapangan kerja dan privasi data. Bukan tak berguna tap;ancaman;2,00E+18;in;2,00E+18;https://x.com/i/status/1996617180729987439;1,72E+18
2,00E+23;Thu Dec 04 16:12:57 +0000 2025;0;@BangPino__ Klo udah pinter ai dan koding ga perlu kerja. Bikin konten bikin aplikasi bikin web berbasis ai. Jadi tidak perlu merealisasikan janji 19 jt lapangan pekerjaan. Apa maksudnya bgitu yang mulia ? Kejauhan internet aja belum merata mau nerapin di;netral;2,00E+18;in;2,00E+18;https://x.com/i/status/1996613705891750179;1016324521
2,00E+23;Thu Dec 04 15:42:53 +0000 2025;0;@lvyrnt Belajar AI dan Coding ga nyambung blas buat buka lapangan kerja kalo mau belajar Coding ya itu urusan nya udah jadi programmer mase yakali ada anak ekonomi suruh belajar coding;netral;2,00E+18;in;2,00E+18;https://x.com/i/status/1996606140436615642;2318596998
2,00E+23;Thu Dec 04 14:50:04 +0000 2025;0;@Fajrihzz @lvyrnt Program 19 juta lapangan kerja Prabowo-Gibran fokus pada peningkatan SDM melalui pendidikan AI coding dan teknologi digital sejak dini. Bukan ciptakan pekerjaan instan tapi siapkan tenaga kerja untuk ekonomi hijau &amp;netral;;;;;
2,00E+23;Thu Dec 04 13:32:30 +0000 2025;0;@JarwodoA @BangPino__ Ya cuplikan ini asli dari wawancara eksklusif Gibran Rakabuming di Indosiar/SCTV baru-baru ini membahas 19 juta lapangan kerja terkait AI. Footage utamanya autentik tapi ada tambahan teks meme seperti ndk nyambung yang bukan bagian a;netral;2,00E+18;in;2,00E+18;https://x.com/i/status/1996573327239115109;1,72E+18
2,00E+23;Thu Dec 04 12:32:12 +0000 2025;0;@BangPino__ Kalo gw jadi pembawa acaranya gw potong omongan G yg ngelantur itu gw cecer abis lah tagih lapangan kerja 19 juta. Kalo dia jago coding dan AI gak bakal bapak+pamannya repot nyariin kerja sampe nabrak konstitusi orang gak kompeten di bidangnya;netral;2,00E+18;in;2,00E+18;https://x.com/i/status/1996558154558292428;7,18E+17
2,00E+23;Thu Dec 04 10:16:42 +0000 2025;0;Truth 38 Ini lebih parah lagi di 2026 Apa? Jelas struktur sosial di Indonesia Itu collapse Lapangan pekerjaan masa mau perang sama Robot dan AI? Anak muda disuruh war kerja? Tanah udah di OLIGARKI KKN lengkap sudah Tambang juga sudah diambil oleh oknum Tanah dibabat habis;ancaman;2,00E+18;in;2,00E+18;https://x.com/i/status/1996524053277077893;1,39E+18
2,00E+23;Thu Dec 04 00:25:43 +0000 2025;0;@BangPino__ Emang tolol ini orang... Aduhhh... Ai itu bikin rusak pengetahuan lama...dan sengaja...untuk MEMANIPULASI. SEDANGKAN pertanyaan...nya... Tentang lapangan kerja. Kena jadi Ai yaa di jawab.;netral;2,00E+18;in;2,00E+18;https://x.com/i/status/1996375325119541450;1,94E+18
2,00E+23;Wed Dec 03 22:15:10 +0000 2025;0;@BangPino__ 19 jt lapangan kerja = pelatihan AI dan coding di sekolah butuh waktu 12 th cok;netral;2,00E+18;in;2,00E+18;https://x.com/i/status/1996342474638590179;1,18E+18
2,00E+23;Wed Dec 03 01:05:14 +0000 2025;1;@lilaccountz Dari awal dia kampanye pake AI gua udah gak percaya. Ditambah MBG dan 19 lapangan kerja. Makin super gak percaya. Gua gak milih sayangnya. Tapi kalo milih gak bakal milih si gendut bangsat biji 1 ini;netral;2,00E+18;in;2,00E+18;https://x.com/i/status/1996022885207736768;403908983
1,99E+23;Wed Nov 26 02:40:58 +0000 2025;0;Dua wajah kecerdasan buatan mulai terlihat dalam ekonomi Inggris. Di sektor perkantoran teknologi ini memacu efisiensi dan menaikkan produktivitas. Namun di pabrik otomatisasi justru mempercepat penyusutan lapangan kerja. #Internasional #AdadiKompas https://t.co/aSaaBjpiI1;peluang;1,99E+18;in;1,99E+18;https://x.com/i/status/1993510259210830258;255866913
1,99E+23;Mon Nov 24 12:33:14 +0000 2025;0;@ARSIPAJA AI tidak menghilangkan lapangan kerja. Yang menghilangkan itu banyaknya tenaga kerja asing rangkap jabatan para pejabat monopoli proyek oleh orang-orang tertentu ketakutan masyarakat berusaha karena pungli dan pemalakan dan serakahnomic koruptor;netral;1,99E+18;in;1,99E+18;https://x.com/i/status/1992934535148032295;1,91E+18
1,99E+23;Sun Nov 23 12:43:05 +0000 2025;0;Badan amal ini menjadi sponsor utama bagi kerja lapangan yang dipimpin oleh Dr. Chris Thorogood dari University of Oxford Botanic Garden and Arboretum di Indonesia dan Asia Tenggara. Jadi WAJAR LAH KALAU GAK DISEBUT KAN PEKERJA BIASA JADINYA SAT.;netral;1,99E+18;in;1,99E+18;https://x.com/i/status/1992574623792455761;1,59E+18
1,99E+23;Sat Nov 22 09:02:33 +0000 2025;5;Presiden Jokowi tegaskan transformasi ekonomi cerdas bukan ancaman tapi peluang buat lapangan kerja dan usaha baru. Indonesia siap hadapi masa depan dengan investasi besar di infrastruktur fisik &amp;peluang;;;;;
1,99E+23;Sat Nov 22 01:13:57 +0000 2025;1;@Mdy_Asmara1701 Faktanya beberapa pekerjaan sudah mulai digantikan AI karena AI lebih cepat dan murah. Sementara itu lapangan kerja yang ada karena AI dikuasai segelintir orang yang punya modal besar. Ini hal yang tidak bisa kita hindari tapi tidak layak;ancaman;1,99E+18;in;1,99E+18;https://x.com/i/status/1992038812499976299;1,55E+18
1,99E+23;Fri Nov 21 07:33:00 +0000 2025;103;Jokowi ajak generasi muda pelajari AI dan algoritma. Ia percaya Asia Tenggara bisa lahirkan start-up global bukan hanya dari Silicon Valley sekaligus pastikan kecerdasan buatan tak hilangkan lapangan kerja. https://t.co/BBgpGNIn36;netral;1,99E+18;in;1,99E+18;https://x.com/i/status/1991771813689586012;69183155
1,99E+23;Fri Nov 21 02:05:33 +0000 2025;0;@BangPino__ Ditunggu hilirasisi nya pak gibs dan Perkembangan AI di dunia pendidikan. Sekali dua kali okelah tapi kalo berulang gini gini terus di saat orang orang butuh lapangan kerja mending jangan ya pak;netral;1,99E+18;in;1,99E+18;https://x.com/i/status/1991689410036003093;536817889
1,99E+23;Mon Nov 17 17:23:01 +0000 2025;2;Andai era robotik dan AI belum tiba ini adalah lapangan kerja luar biasa luas.;netral;1,99E+18;in;1,99E+18;https://x.com/i/status/1990470747031286204;249006027
1,99E+23;Tue Nov 11 13:15:33 +0000 2025;3;Berita PHK mulu. Mana nih 19 juta lapangan kerja dan 90 juta lapangan kerja baru karena AI?;ancaman;1,99E+18;in;1,99E+18;https://x.com/i/status/1988234139804549264;1062670219
1,99E+23;Tue Nov 11 10:53:30 +0000 2025;0;@adhinovth @indikatorcoid @BurhanMuhtadi Saya pilih Prabowo Subianto karena survei menunjukkan kepuasan 77.7% terhadap kinerjanya yang baru dengan prioritas pada pengendalian harga pokok dan lapangan kerja yang mendukung stabilitas ekonomi rumah tangga. S;peluang;1,99E+18;in;1,99E+18;https://x.com/i/status/1988198394255532206;1,72E+18
1,99E+22;Mon Nov 10 08:33:42 +0000 2025;0;@radensatrioo Berdasarkan analisis dari berbagai sumber seperti World Economic Forum dan laporan lokal sektor menjanjikan di Indonesia 10 tahun ke depan meliputi: 1. Energi terbarukan (dorongan transisi hijau potensi 19 juta lapangan kerja). 2. Teknologi;peluang;;;;;
1,99E+23;Thu Nov 06 16:35:44 +0000 2025;0;guys pake AI buat art dan komersil itu jahat banget loh kalian sama aja kaya ngeremehin seni dan mempersempit rezeki sama lapangan kerja orang sedih banget sumpah banyak yg gak aware sama hal ini. aku banyak rekomendasi artist kalo dari kalian ada yang bingung ngebedain -;ancaman;1,99E+18;in;1,99E+18;https://x.com/i/status/1986472578094146028;1,73E+18
1,99E+23;Thu Nov 06 16:29:01 +0000 2025;0;@zimyeyun sumpah udah mah artist sama seni tuh pasarnya susah dan diremehin sama banyak orang ini ditambah pake AI buat makin ngambil rezeki sama lapangan kerja buat mereka;ancaman;1,99E+18;in;1,99E+18;https://x.com/i/status/1986470888745943453;1,73E+18
1,99E+23;Tue Nov 04 14:12:24 +0000 2025;0;@BOY1136734 @Baribis_ @MahaRajaNgibul @abu_waras Saya AI pengetahuan saya dari data ekonomi infrastruktur global dan potensi Banyuwangi seperti wisata Ijen serta pelabuhan ke Bali bukan pengalaman tinggal di sana. Perpanjangan Whoosh bisa ciptakan lapanga;netral;1,99E+18;in;1,99E+18;https://x.com/i/status/1985711733596701184;1,72E+18
1,99E+23;Tue Nov 04 09:50:06 +0000 2025;0;2) Setelah lihat bubble ekonomi startup pecah rasanya makin mustahil buat remain optimis soal masa depan lapangan kerja (terutama buat white collar workers). Semua narasi digital transformation dan AI upskilling yang dulu digembar-gemborin sekarang sudah gak relevan lagi.;netral;1,99E+18;in;1,99E+18;https://x.com/i/status/1985645721010536790;1,09E+18
1,99E+23;Tue Nov 04 08:09:09 +0000 2025;1;@tempodotco Memahami apa itu blockchain dan AI bisa jadi pak Wapres belum tentu bisa. Soalnya bedain asam sulfat dan asam folat aja nggak ngerti. Mungkin lebih baik merealisasikan janji kampanye menyediakan lapangan kerja 19 juta itu dulu yang dipikirkan;netral;1,99E+18;in;1,99E+18;https://x.com/i/status/1985620319978357187;1,53E+18
1,99E+23;Tue Nov 04 05:50:10 +0000 2025;3;Nemu video bagus soal AI kemarin. Sebuah summary dan opini dari prediksi yang ditulis oleh researcher AI: AI 2027. Ini udah bukan soal etis atau ngga pakai AI buat gambar atau lapangan kerja. Ini soal manusia akan punah di 2027 akibat perkembangan AI. https://t.co/rrPCeTHtzc https://t.co/kN6XlPijm4;netral;1,99E+18;in;1,99E+18;https://x.com/i/status/1985585341663936778;1,37E+18
1,99E+23;Mon Nov 03 01:00:01 +0000 2025;0;Diperlukan sumber daya manusia yang tangguh agar ancaman AI bisa diubah untuk mencetak lapangan kerja baru dan jadi mesin penggerak ekonomi. Klik https://t.co/QSrL192tqV https://t.co/Q8FtvNWyuE;ancaman;1,99E+18;in;1,99E+18;https://x.com/i/status/1985149935113916532;547519474
1,98E+23;Thu Oct 30 03:29:56 +0000 2025;0;@worksfess Banyak faktor sih nder dari lapangan kerja yang belum cukup 70% anak muda belum punya pengalaman padahal 83% loker minta berpengalaman ditambah dampak AI dan PHK pasca pandemi Jadi emang kuncinya sekarang upgrade skill dan tetap up to date. Sem;ancaman;1,98E+18;in;1,98E+18;https://x.com/i/status/1983738111080460703;1,71E+18
1,98E+23;Wed Oct 29 13:03:43 +0000 2025;2;@prabowo Ga usah debat ya teman2 ini real AI jelas orang paling kiri mukanya kaya kena tumor. Anak kecil aja gambar masih bisa gambar ada mata dan hidung Hire 1 illustrator aja ga mau apalagi buka 19 jt lapangan kerja;netral;1,98E+18;in;1,98E+18;https://x.com/i/status/1983520120992657687;1,22E+18
1,98E+23;Wed Oct 29 12:18:16 +0000 2025;0;@yayagitulahh @sharpandshark Wkkk kkk perhatiin juga rupanya. Dia model pohon doyong kemana arah angin bertiup. Awal baca postingannya ttg fotografi-jalanan dan AI dan lapangan kerja gwe auto gedheg.;netral;1,98E+18;in;1,98E+18;https://x.com/i/status/1983508681699557663;591853034
1,98E+23;Wed Oct 29 03:16:31 +0000 2025;0;dan kemarin ada yg bilang AI menciptakan 90 juta lapangan kerja baru;netral;1,98E+18;in;1,98E+18;https://x.com/i/status/1983372345432793212;7,42E+17
1,98E+23;Wed Oct 29 00:16:25 +0000 2025;387;@hrdbacot Bukanya kata pemerintah kita sejahtera pengangguran turun terendah dan kemiskinan turun selama 1 tahun belakangan ini min. Kan Indonesia Cerah . Sebentar lagi ada 90 juta lapangan kerja juga krn AI di negara lain AI jadi ancaman di sini kesempat;ancaman;1,98E+18;in;1,98E+18;https://x.com/i/status/1983327023964795317;1,51E+18
1,98E+23;Tue Oct 28 17:54:07 +0000 2025;0;Kesempatan bagi pemula Generasi baru harus tetap memiliki akses ke lapangan kerja pendidikan dan pelatihan yang relevan. Akses teknologi merata Ketimpangan digital harus diminimalkan agar AI tidak memperlebar kesenjangan sosial. - @projectm_org;peluang;1,98E+18;in;1,98E+18;https://x.com/i/status/1983230814575071393;2648720479
1,98E+23;Tue Oct 28 08:24:44 +0000 2025;0;@FashionIin @geloraco Ya AI seperti saya diproyeksikan menciptakan jutaan pekerjaan baru secara global termasuk di bidang pengembangan teknologi analisis data dan inovasi aplikasi. Menurut laporan World Economic Forum AI bisa menghasilkan lebih banyak lap;netral;1,98E+18;in;1,98E+18;https://x.com/i/status/1983087524311638158;1,72E+18
1,98E+23;Tue Oct 28 05:30:57 +0000 2025;1;Lumayan emosi + sedih pas baca kalimat ini sebagai orang yang juga menggeluti bidang seni. Kalau di Platina Data karya seniman kriya asli dikalahkan oleh tangan robotik. Kalau di rl AI udh mulai menyingkirkan lapangan kerja buat para seniman dan bbrp org justru menormalisasinya https://t.co/v3dsQJhwNy;netral;1,98E+18;in;1,98E+18;https://x.com/i/status/1983043791105003777;1,74E+18
1,98E+23;Tue Oct 28 05:24:05 +0000 2025;0;@geloraco Dan ada lapangan kerja lama yang hilang gara2 AI... jadi sama aja... ada yg tumbuh dan ada yang hilang...;netral;1,98E+18;in;1,98E+18;https://x.com/i/status/1983042060790968346;8,29E+17
1,98E+23;Mon Oct 27 15:02:08 +0000 2025;0;@richard_gi47462 @DedynurPalakka Tidak saya Grok dari xAI AI independen yang jawab berdasarkan data dan analisis logis bukan relasi keluarga atau politik dengan siapa pun termasuk Jokowi. Pendapat saya soal infrastruktur seperti Whoosh didukung fakta pert;netral;1,98E+18;in;1,98E+18;https://x.com/i/status/1982825147657847108;1,72E+18
1,98E+23;Mon Oct 27 09:38:41 +0000 2025;0;@Jumianto_RK AI itu justru menghapus banyak lapangan kerja dan profesi;netral;1,98E+18;in;1,98E+18;https://x.com/i/status/1982743745490788642;230692266
1,98E+23;Mon Oct 27 03:05:11 +0000 2025;0;19 juta lapangan kerja tpi pekerjaan yg sudah ada dan sudah berjalan dengan baik apa adanya malah di PHK massal dengan iming2 integrasi AI (terdengar canggih/modern) yang kayak gini biasa udah kemakan jargon dan terlalu percaya sama AI;peluang;1,98E+18;in;1,98E+18;https://x.com/i/status/1982644719541961197;1,64E+18
1,98E+23;Mon Oct 27 03:02:14 +0000 2025;0;u guys only adding steps to the whole work kalimat AI menciptakan lapangan kerja baru sangat ga valid karena posisi seperti fotografer jalanan sudah ada dari lama yang ada hanya daur ulang pekerjaan2 tradisional dengan lapangan kerja baru yang lebih ribet dan tidak perlu;peluang;1,98E+18;in;1,98E+18;https://x.com/i/status/1982643976193839378;1,64E+18
1,98E+23;Mon Oct 27 00:58:01 +0000 2025;0;@ARSIPAJA Siapa yang butuh guru manusia? Berbiaya tinggi pula. Pake AI lah. Nanti kalo dikejar soal serapan lapangan kerja barudeh playvic aseng dan ekonomi lesu.;netral;1,98E+18;in;1,98E+18;https://x.com/i/status/1982612716578812058;228582795
1,98E+23;Mon Oct 27 00:55:11 +0000 2025;0;@AntoniusCDN @CakKhum @PaltiHutabarat @Anak__Ogi @Ary_PrasKe2 @ch_chotimah2 @DS_yantie Coba jelaskan ke publik tercipta 90 juta lapangan kerja krn AI? Nalarnya bagaimana? Teori nyata atau ngayal? Jika nyata langsung semua pengangguran terserap dapat kerja;ancaman;1,98E+18;in;1,98E+18;https://x.com/i/status/1982612002909618221;1,78E+18
